tv,err,link,dot_last2,dot_bar,wt2_trough,wt2_now,close,zone_low,zone_top,pct_of_range,wk_wt2,wk_wt1,range_pct,med_price,likely_pref,in_zone,pass_4h,pass_wk,flag,bucket
NASDAQ:AMKR,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AAMKR,False,,-8.321755457451934,-8.321755457451934,46.380001068115234,40.89500045776367,53.32393977355957,0.10414888279306694,-42.46807734222289,-44.24439914705557,0.836749257228,62.939998626708984,False,True,False,False,False,
NYSE:AMP,,https://www.tradingview.com/chart/?symbol=NYSE%3AAMP,False,,-15.404964358879743,3.2132718392495168,559.3099975585938,429.1000061035156,462.5529989013672,0.9185892027385953,62.094945403367795,58.13717760506381,0.3013712504369039,470.3500061035156,False,False,False,False,False,
NYSE:AMRZ,,https://www.tradingview.com/chart/?symbol=NYSE%3AAMRZ,True,2026-09-15 13:30,-74.61395585773359,-69.86367434856352,39.39500045776367,39.255001068115234,44.13902099609375,0.006764889669626383,-74.89896336613123,-78.20502651293953,0.3923966445999143,52.7400016784668,False,True,True,True,True,FULL PASS
NYSE:AMT,,https://www.tradingview.com/chart/?symbol=NYSE%3AAMT,False,,-27.98476862130445,14.75911913771317,177.69000244140625,161.55999755859375,169.23471856689454,0.4960025450080259,12.560644140637976,19.009765036943513,0.18459445200921537,176.1699981689453,False,False,False,False,False,
NYSE:AMX,,https://www.tradingview.com/chart/?symbol=NYSE%3AAMX,False,,-48.75135404246377,-13.305128684725423,23.200000762939453,22.795000076293945,23.983260040283202,0.08043708022229042,-56.14975744602891,-56.68917852758894,0.1959525163343869,25.69499969482422,False,True,False,False,False,
NASDAQ:AMZN,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AAMZN,False,,-54.560795287481675,-42.25000028170782,248.44000244140625,199.32000732421875,219.4649638671875,0.5754452149315928,18.069236521461377,6.632414940097096,0.3414809174489566,249.97000122070312,False,False,False,False,False,
NYSE:ANET,,https://www.tradingview.com/chart/?symbol=NYSE%3AANET,False,,-7.403657935305837,-7.403657935305837,192.82000732421875,116.12999725341797,138.3847961730957,0.813255713611771,62.35005242124095,57.68630306957584,0.5626827226145292,167.58999633789062,False,False,False,False,False,
NYSE:AON,,https://www.tradingview.com/chart/?symbol=NYSE%3AAON,False,,-67.50199360326891,-45.33133884439339,304.7300109863281,302.69000244140625,321.28916186523435,0.02588514919576247,-3.0535383088646477,-21.074239503166996,0.2416150571102927,326.17999267578125,False,True,False,False,False,
NASDAQ:APA,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AAPA,False,,44.00259726215512,65.33256803724224,47.41999816894531,31.770000457763672,35.46339991760254,1.0,61.1154533461183,65.73644135988292,0.4152294582492047,37.689998626708984,False,False,False,False,False,
NASDAQ:APC,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AAPC,False,,31.19759873940153,31.19759873940153,18.979999542236328,17.34000015258789,18.3312003326416,0.3904759742235503,-1.5664716330096657,0.49538294015951556,0.22281170705270728,18.850000381469727,False,False,False,False,False,
