sym,name,rank,mcap_b,yahoo,tv,source,err,link,dot_last2,dot_bar,wt2_trough,wt2_now,close,zone_low,zone_top,pct_of_range,wk_wt2,bar_close,in_zone,pass_4h,pass_wk,flag,bucket
XMR,Monero,14,9.72,XMR-USD,CRYPTO:XMRUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AXMRUSD,False,,23.18127627660414,23.18127627660414,524.3738403320312,350.66851806640625,399.3279326171875,0.8424773794165864,66.81935574491324,2026-09-14 00:00,False,False,False,False,
WBT,WhiteBIT Coin,15,9.48,WBT-USD,CRYPTO:WBTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AWBTUSD,False,,-35.459756948032,-32.58657027775691,80.40206146240234,54.3264274597168,60.86801734924316,0.9407269071524367,78.92878133624893,2026-09-14 00:00,False,False,False,False,
LEO,LEO Token,17,8.3,LEO-USD,CRYPTO:LEOUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ALEOUSD,False,,-67.97612415530742,-67.63292224669958,9.026043891906738,8.764300346374512,9.006649040222168,0.25488677394909287,-37.706513643428586,2026-09-14 00:00,False,False,False,False,
GRAM,Gram (prev. Toncoin),27,3.77,GRAM-USD,CRYPTO:GRAMUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AGRAMUSD,False,,-28.135227629437253,-28.135227629437253,1.348003625869751,1.3048468828201294,1.3593984026908874,0.18670408054332294,26.474718531212545,2026-09-14 00:00,True,False,False,False,
M,MemeCore,38,2.63,M-USD,CRYPTO:MUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AMUSD,False,,-27.924710173598374,-27.924710173598374,0.0002779970527626574,0.00024060133728198707,0.00026432011544238776,0.37208446378458426,35.375395575051975,2026-09-14 00:00,False,False,False,False,
OKB,OKB,41,2.4,OKB-USD,CRYPTO:OKBUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AOKBUSD,False,,-8.16161256011946,-8.16161256011946,114.01509094238281,85.27569580078125,93.10795120239257,0.8659698778493111,68.24607342027987,2026-09-14 00:00,False,False,False,False,
MNT,Mantle,48,1.86,MNT-USD,CRYPTO:MNTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AMNTUSD,False,,-23.912515364032426,-17.66400454634827,0.00017826352268457413,0.00015031520160846412,0.24330055935040582,2.712645342821707e-05,-30.50393451517968,2026-09-14 00:00,True,False,False,False,
HTX,HTX DAO,54,1.52,HTX-USD,CRYPTO:HTXUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AHTXUSD,False,,26.781470890527572,26.781470890527572,1.69315342191112e-06,1.5996804449969204e-06,1.6538567629140744e-06,0.407182019743101,-4.895249227920748,2026-09-14 00:00,False,False,False,False,
BGB,Bitget Token,62,1.35,BGB-USD,CRYPTO:BGBUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABGBUSD,False,,-40.269995364669455,-40.269995364669455,1.9270846843719482,1.5806649923324585,1.6885270962715149,0.7579589525484532,11.287089470595271,2026-09-14 00:00,False,False,False,False,
GT,Gate,72,0.98,GT-USD,CRYPTO:GTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AGTUSD,False,,-33.137655293538685,-33.137655293538685,9.168807983398438,6.429701805114746,7.1437446327209475,0.9053085236386698,57.99434691147477,2026-09-14 00:00,False,False,False,False,
KCS,KuCoin,74,0.95,KCS-USD,CRYPTO:KCSUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AKCSUSD,True,2026-09-13 20:00,-61.79296611908895,-58.56595975726952,6.868052959442139,6.434211254119873,6.777363693237304,0.2983707261979173,-19.294104453569517,2026-09-14 00:00,False,True,False,False,
KAS,Kaspa,75,0.94,KAS-USD,CRYPTO:KASUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AKASUSD,False,,-62.86062449569031,-62.86062449569031,0.03382934629917145,0.025074053555727005,0.028223799586296082,0.6560049817983488,-4.097060517143715,2026-09-14 00:00,False,False,False,False,
JST,JUST,76,0.93,JST-USD,CRYPTO:JSTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AJSTUSD,False,,54.91031223085023,65.42586178837529,0.1143379956483841,0.09435947239398956,0.09907440388202668,1.0,55.87010363685321,2026-09-14 00:00,False,False,False,False,
NEXO,NEXO,83,0.83,NEXO-USD,CRYPTO:NEXOUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ANEXOUSD,False,,-46.09543897257123,-46.09543897257123,0.828417956829071,0.6999059915542603,0.7424963042736054,0.7121061543903524,2.7077715131783378,2026-09-14 00:00,False,False,False,False,
JUP,Jupiter,86,0.78,JUP-USD,CRYPTO:JUPUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AJUPUSD,False,,-34.17685053793992,-9.1442391705668,0.00031183246755972505,6.321207820292329e-06,0.00010594514198055549,0.7237282677726734,30.567004500139998,2026-09-14 00:00,False,False,False,False,
GHO,GHO,91,0.7,GHO-USD,CRYPTO:GHOUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AGHOUSD,False,,8.412190491076581,8.412190491076581,0.9984456300735474,0.9854806661605835,0.9888194949626923,0.9164086165564951,-13.02232273101522,2026-09-14 00:00,False,False,False,False,
BDX,Beldex,96,0.6,BDX-USD,CRYPTO:BDXUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABDXUSD,False,,-67.14951495209397,-67.14951495209397,0.07603099197149277,0.07539531588554382,0.07959388533234596,0.035731112271636695,-23.970131608110663,2026-09-14 00:00,True,False,False,False,
XDC,XDC Network,99,0.56,XDC-USD,CRYPTO:XDCUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AXDCUSD,False,,-50.956195137209725,-44.199733403471896,0.027796732261776924,0.02588830515742302,0.027030373625457287,0.3943623427435418,-24.82792542441528,2026-09-14 00:00,False,False,False,False,
YLDS,YLDS,103,0.52,YLDS-USD,CRYPTO:YLDSUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AYLDSUSD,False,,0.7436274695395338,42.28407232338942,0.9999973177909851,0.9996261596679688,0.9997889113426208,0.5382022471910113,84.09012874712919,2026-09-14 00:00,False,False,False,False,
A7A5,A7A5,112,0.45,A7A5-USD,CRYPTO:A7A5USD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AA7A5USD,False,,-44.83763378598451,-44.83763378598451,0.011575199663639069,0.011326009407639503,0.011582952339202165,0.22887923033428656,-53.76770157365675,2026-09-14 00:00,True,False,False,False,
BSV,Bitcoin SV,123,0.34,BSV-USD,CRYPTO:BSVUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABSVUSD,False,,31.39813851159796,72.20002671178968,17.192472457885742,12.488646507263184,13.905340839385985,0.7835867619259291,43.76260333938063,2026-09-14 00:00,False,False,False,False,
AKE,Akedo,125,0.34,AKE-USD,CRYPTO:AKEUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AAKEUSD,False,,-0.8612640811866649,-0.8612640811866649,0.014953115954995155,0.003816488664597273,0.007593560660257935,0.6958416581821559,102.57552999452984,2026-09-14 00:00,False,False,False,False,
NIGHT,Midnight,126,0.34,NIGHT-USD,CRYPTO:NIGHTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ANIGHTUSD,False,,-64.25139305380198,-64.25139305380198,0.020449712872505188,0.016832558438181877,0.018618660919368268,0.47793923108671743,-49.433456973716375,2026-09-14 00:00,False,False,False,False,
BTT,BitTorrent,130,0.33,BTT-USD,CRYPTO:BTTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABTTUSD,False,,50.92600575390446,50.92600575390446,3.290414838375e-07,2.5572356321390544e-07,2.7362517857909554e-07,0.9665624533981594,-72.24049675250417,2026-09-14 00:00,False,False,True,False,
SUN,Sun Token,131,0.33,SUN-USD,CRYPTO:SUNUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ASUNUSD,False,,28.322925952682827,28.322925952682827,0.016922233626246452,0.01602422446012497,0.016559926010668278,0.3956123759390476,-45.61139198765133,2026-09-14 00:00,False,False,False,False,
PIEVERSE,Pieverse,132,0.32,PIEVERSE-USD,CRYPTO:PIEVERSEUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3APIEVERSEUSD,False,,-56.19355039975965,-56.19355039975965,1.1662266254425049,0.6788880825042725,0.8303997354507446,0.7590960424282059,72.35889673628257,2026-09-14 00:00,False,False,False,False,
OHM,Olympus,139,0.3,OHM-USD,CRYPTO:OHMUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AOHMUSD,False,,-43.740665618440154,-39.95583368099617,20.300050735473633,17.970178604125977,18.599544647216796,0.8736566407328415,48.48622331372496,2026-09-14 00:00,False,False,False,False,
DCR,Decred,141,0.3,DCR-USD,CRYPTO:DCRUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ADCRUSD,False,,8.573283863641821,42.653991755972875,16.47313690185547,10.51681900024414,12.12580776977539,0.8736487484557125,14.935541224684505,2026-09-14 00:00,False,False,False,False,
LUNC,Terra Luna Classic,142,0.28,LUNC-USD,CRYPTO:LUNCUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ALUNCUSD,False,,-40.22500478283556,-40.22500478283556,5.065698496764526e-05,4.646970410249196e-05,5.043356840906199e-05,0.24930174389124726,-35.053873590680126,2026-09-14 00:00,False,False,False,False,
REAL,RealLink,147,0.25,REAL-USD,CRYPTO:REALUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AREALUSD,True,2026-09-14 00:00,-56.725573834214,-56.725573834214,0.004389833193272352,0.004357095807790756,0.004678916100412607,0.024007258556361377,-4.089238994853004,2026-09-14 00:00,True,False,False,False,
CFX,Conflux,151,0.25,CFX-USD,CRYPTO:CFXUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ACFXUSD,False,,24.07281741177469,26.306397277729218,0.04767750948667526,0.03798830881714821,0.041343776762485504,0.681470183968194,-8.377624196856484,2026-09-14 00:00,False,False,False,False,
KAG,Kinesis Silver,154,0.24,KAG-USD,CRYPTO:KAGUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AKAGUSD,False,,-79.1117807187236,-62.70214824163268,39.392452239990234,39.33866882324219,46.18133642578125,0.0018549617035071525,-61.971924327846295,2026-09-14 00:00,True,False,True,False,"WATCH: weekly+band ok, waiting on 4h dot"
KOGE,KOGE,158,0.23,KOGE-USD,CRYPTO:KOGEUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AKOGEUSD,True,2026-09-14 00:00,-55.53488114341339,-55.53488114341339,69.21637725830078,49.676551818847656,54.55062017822266,0.94610876657919,29.33227008635024,2026-09-14 00:00,False,False,False,False,
TWT,Trust Wallet,162,0.23,TWT-USD,CRYPTO:TWTUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ATWTUSD,False,,-69.47649128881567,-48.09815741418327,0.5489736199378967,0.35907870531082153,0.42619901514053343,0.6676846392051599,43.24523735727212,2026-09-14 00:00,False,False,False,False,
B,BUILDon,165,0.22,B-USD,CRYPTO:BUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABUSD,False,,12.1790655539729,66.2757285207886,0.21654048562049866,0.12594424188137054,0.1475164242386818,0.9911242714480336,-30.286835077028158,2026-09-14 00:00,False,False,False,False,
LSK,Lisk,168,0.21,LSK-USD,CRYPTO:LSKUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ALSKUSD,False,,91.67973796473211,91.67973796473211,0.5856674909591675,0.0704805850982666,0.34845757579803466,0.4373891143907331,28.9919261297746,2026-09-14 00:00,False,False,False,False,
THETA,Theta Network,175,0.2,THETA-USD,CRYPTO:THETAUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ATHETAUSD,False,,37.415263009696346,58.14494377347847,0.2001081258058548,0.12347357720136642,0.14417714986205102,0.8735571278962648,13.939582693130324,2026-09-14 00:00,False,False,False,False,
IOTA,IOTA,178,0.19,IOTA-USD,CRYPTO:IOTAUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AIOTAUSD,False,,5.568082395832107,47.053800682022285,0.0415630117058754,0.03181493654847145,0.0354948844909668,0.6251571416489516,-19.834869850035506,2026-09-14 00:00,False,False,False,False,
KAIA,Kaia,181,0.19,KAIA-USD,CRYPTO:KAIAUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AKAIAUSD,False,,11.603163326162559,31.620543922878344,0.02986515499651432,0.022123437374830246,0.024835227370262145,0.6737414629433547,-43.00067499412953,2026-09-14 00:00,False,False,False,False,
EURCV,EUR CoinVertible,183,0.19,EURCV-USD,CRYPTO:EURCVUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AEURCVUSD,False,,-49.26656514076109,-32.95112868972212,1.1569809913635254,1.1497598886489868,1.1551185965538024,0.3180207376296102,17.928505540402448,2026-09-14 00:00,False,False,False,False,
AR,Arweave,185,0.18,AR-USD,CRYPTO:ARUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AARUSD,False,,-62.370448452844094,6.092730519015528,2.801464557647705,1.716301679611206,2.052222936630249,0.7623764018068552,32.80881660686246,2026-09-14 00:00,False,False,False,False,
USAT,USAT,186,0.18,USAT-USD,CRYPTO:USATUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AUSATUSD,False,,-40.0488810972015,-11.202648967245516,0.9991863965988159,0.9978633522987366,0.9983672354221343,0.6196644426453756,23.904118011155347,2026-09-14 00:00,False,False,False,False,
ZBCN,Zebec Network,188,0.18,ZBCN-USD,CRYPTO:ZBCNUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AZBCNUSD,False,,-35.236800012376726,-35.236800012376726,0.0017500435933470726,0.001555507886223495,0.0016976166567765176,0.323065400555517,-44.72305109402814,2026-09-14 00:00,False,False,False,False,
H,Humanity,190,0.17,H-USD,CRYPTO:HUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AHUSD,False,,16.635005491527018,38.536189141992,0.08809704333543777,0.06481276452541351,0.0887927080988884,0.22915357504193842,-23.44152023031309,2026-09-14 00:00,True,False,False,False,
RUNE,THORChain,192,0.17,RUNE-USD,CRYPTO:RUNEUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ARUNEUSD,False,,0.9696301706489345,8.601129339163842,0.515052855014801,0.3954252600669861,0.44600208020210264,0.558202598191462,46.52355104420508,2026-09-14 00:00,False,False,False,False,
BTSE,BTSE Token,193,0.17,BTSE-USD,CRYPTO:BTSEUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABTSEUSD,False,,67.76528069113819,71.5147158511778,1.03946053981781,0.6865306496620178,0.7698221037387848,1.0,-43.62060839182689,2026-09-14 00:00,False,False,False,False,
ULTIMA,Ultima,194,0.17,ULTIMA-USD,CRYPTO:ULTIMAUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AULTIMAUSD,False,,-65.84359630750048,-45.117699258376824,1991.410400390625,1958.3199462890625,2113.207535644531,0.05041945065105385,-47.24224601779135,2026-09-14 00:00,True,False,False,False,
ANTFUN,AntFun,197,0.17,ANTFUN-USD,CRYPTO:ANTFUNUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AANTFUNUSD,False,,64.61223297190362,72.9050223404135,0.08855319023132324,0.039276495575904846,0.05090579551458359,1.0,101.14798154244521,2026-09-14 00:00,False,False,False,False,
BORG,SwissBorg,198,0.17,BORG-USD,CRYPTO:BORGUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABORGUSD,False,,-65.21739211161396,-55.494045494833216,0.16831719875335693,0.1383621245622635,0.15022732651233672,0.5958092865881995,-1.6599329791815418,2026-09-14 00:00,False,False,False,False,
MX,MX,203,0.16,MX-USD,CRYPTO:MXUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AMXUSD,False,,-48.722779680384996,-48.722779680384996,1.764926552772522,1.5832772254943848,1.6334300894737244,0.8547715491442384,-1.4279963397238156,2026-09-14 00:00,False,False,False,False,
NEO,NEO,204,0.16,NEO-USD,CRYPTO:NEOUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ANEOUSD,False,,50.364112452702365,65.01645981455545,2.289522409439087,1.650756597518921,1.8046153631210327,0.9797864361072844,-14.529990593371773,2026-09-14 00:00,False,False,False,False,
CASHCAT,Cash Cat,206,0.16,CASHCAT-USD,CRYPTO:CASHCATUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ACASHCATUSD,False,,-39.43993559077963,-39.43993559077963,0.1587131917476654,0.038001906126737595,0.0996940440684557,0.4617746175931213,143.87295758377869,2026-09-14 00:00,False,False,False,False,
TEL,Telcoin,207,0.16,TEL-USD,CRYPTO:TELUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ATELUSD,False,,-73.1250733122031,-70.4611257492183,0.001588262151926756,0.0013905238592997193,0.0015253789951093495,0.3460471622367989,-49.38448711596775,2026-09-14 00:00,False,False,False,False,
XEC,eCash,209,0.15,XEC-USD,CRYPTO:XECUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AXECUSD,False,,45.47176318609956,45.47176318609956,7.710817953920923e-06,6.16025727140368e-06,6.5877683064172745e-06,0.8559599427940684,20.648947219852378,2026-09-14 00:00,False,False,False,False,
STRCX,Strategy PP Variable xStock,211,0.15,STRCX-USD,CRYPTO:STRCXUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ASTRCXUSD,False,,10.785079016104461,10.785079016104461,105.46218872070312,89.47319030761719,93.45416885375977,0.9478583171829877,10.970375059160098,2026-09-14 00:00,False,False,False,False,
SHFL,Shuffle,214,0.15,SHFL-USD,CRYPTO:SHFLUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ASHFLUSD,False,,-24.982408512706787,-23.521654862440602,0.3066408932209015,0.2670239210128784,0.2809969259500503,0.6691191682199288,28.21628229870734,2026-09-14 00:00,False,False,False,False,
GOMINING,GoMining Token,216,0.14,GOMINING-USD,CRYPTO:GOMININGUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AGOMININGUSD,False,,-7.710425112677574,-5.398809198438092,0.35620659589767456,0.2570944130420685,0.2871371202468872,0.7785741476111481,60.85225500522153,2026-09-14 00:00,False,False,False,False,
SFP,SafePal,219,0.14,SFP-USD,CRYPTO:SFPUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ASFPUSD,False,,44.21153722778217,45.81471164244413,0.28406408429145813,0.2128608673810959,0.23163936871290208,0.8948509198859068,18.91921609444124,2026-09-14 00:00,False,False,False,False,
RLB,Rollbit Coin,231,0.13,RLB-USD,CRYPTO:RLBUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ARLBUSD,False,,-30.881425137045586,-28.797449342675975,0.08110396564006805,0.0644892230629921,0.06920099833607674,0.8321872374916828,67.56442185498231,2026-09-14 00:00,False,False,False,False,
OZO,Ozone Chain,235,0.13,OZO-USD,CRYPTO:OZOUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3AOZOUSD,False,,-32.678560618701944,-18.719601211561876,0.1305711716413498,0.12962272763252258,0.1300390139222145,0.5376895459345301,-2.626425345599543,2026-09-14 00:00,False,False,False,False,
RAIL,Railgun,242,0.12,RAIL-USD,CRYPTO:RAILUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ARAILUSD,False,,-61.77072574918848,-61.77072574918848,1.990742802619934,1.355059027671814,1.5961226725578308,0.6223309655783708,4.87781416643772,2026-09-14 00:00,False,False,False,False,
BR,Bedrock,248,0.12,BR-USD,CRYPTO:BRUSD,yahoo,,https://www.tradingview.com/chart/?symbol=CRYPTO%3ABRUSD,False,,-37.0249800294042,-37.0249800294042,0.005074155051261187,0.004103943705558777,0.004430727453902363,0.700677064714446,39.33185403220086,2026-09-14 00:00,False,False,False,False,
